user_id,loan_type_other,loan_type_real_estate,total_loans
34794,10,1,11
2283,9,2,11
4587,9,2,11
5355,10,1,11
10731,10,1,11
17131,10,1,11
25323,11,,11
25579,9,2,11
4076,10,1,11
4588,10,1,11
18924,9,2,11
23788,9,2,11
32236,10,1,11
3053,8,3,11
3821,9,2,11
5101,10,1,11
12269,9,2,11
16365,10,1,11
19437,10,1,11
24813,9,2,11
25325,11,,11
28141,11,,11
30701,10,1,11
34797,10,1,11
5102,9,2,11
15598,11,,11
15854,11,,11
18414,11,,11
1007,10,1,11
2543,11,,11
10223,10,1,11
12015,10,1,11
15087,8,3,11
15855,9,2,11
16879,9,2,11
17647,9,2,11
27631,11,,11
28655,9,2,11
2288,10,1,11
8688,9,2,11
12016,9,2,11
17648,9,2,11
20208,10,1,11
24048,10,1,11
28656,8,3,11
29680,11,,11
31728,9,2,11
34800,8,3,11
8433,10,1,11
10737,9,2,11
11249,6,5,11
16625,9,2,11
17905,10,1,11
19697,10,1,11
20977,9,2,11
27121,10,1,11
30449,7,4,11
32241,11,,11
4594,10,1,11
4850,10,1,11
6642,9,2,11
7922,7,4,11
9458,9,2,11
19698,10,1,11
29170,10,1,11
33266,10,1,11
33522,8,3,11
35826,10,1,11
1523,9,2,11
2035,8,3,11
2803,10,1,11
6131,10,1,11
14579,9,2,11
25331,10,1,11
26355,9,2,11
30963,10,1,11
14324,10,1,11
16628,9,2,11
25844,11,,11
30452,9,2,11
3573,10,1,11
4597,9,2,11
7413,9,2,11
13813,10,1,11
14581,9,2,11
17397,11,,11
18421,11,,11
18933,9,2,11
23029,11,,11
24821,9,2,11
25589,11,,11
26101,8,3,11
29429,10,1,11
31221,11,,11
246,9,2,11
2806,10,1,11
11510,9,2,11
11766,11,,11
12534,9,2,11
12790,10,1,11
14326,9,2,11
17910,10,1,11
20982,10,1,11
23030,10,1,11
23542,11,,11
24566,11,,11
27126,9,2,11
6391,10,1,11
6647,9,2,11
12279,11,,11
14839,9,2,11
15863,10,1,11
21239,10,1,11
27127,9,2,11
27639,7,4,11
29175,9,2,11
34039,11,,11
4344,9,2,11
6648,10,1,11
8440,9,2,11
11768,10,1,11
14328,9,2,11
14584,10,1,11
27384,10,1,11
31992,9,2,11
2809,9,2,11
8697,10,1,11
13817,8,3,11
14073,10,1,11
16377,9,2,11
20473,9,2,11
20985,9,2,11
22521,11,,11
16378,9,2,11
21754,11,,11
24314,10,1,11
26874,11,,11
2555,10,1,11
3579,9,2,11
6907,8,3,11
8955,11,,11
12027,11,,11
12539,9,2,11
13307,10,1,11
16123,11,,11
20731,10,1,11
24315,9,2,11
32763,10,1,11
35067,9,2,11
3068,10,1,11
8956,9,2,11
14332,9,2,11
17660,11,,11
19452,9,2,11
25084,8,3,11
34556,10,1,11
6653,10,1,11
11261,9,2,11
18173,11,,11
20989,10,1,11
28157,10,1,11
28669,11,,11
2558,10,1,11
3070,11,,11
3326,10,1,11
15614,9,2,11
18942,10,1,11
30206,10,1,11
32254,10,1,11
511,10,1,11
8703,11,,11
11007,10,1,11
11263,11,,11
19199,10,1,11
22271,10,1,11
23807,8,3,11
27903,10,1,11
2560,12,,12
3584,10,2,12
16384,10,2,12
17920,10,2,12
31488,9,3,12
35328,10,2,12
769,10,2,12
5633,11,1,12
10497,11,1,12
20737,11,1,12
21761,10,2,12
30721,12,,12
1538,11,1,12
1794,11,1,12
8450,11,1,12
8706,12,,12
13058,11,1,12
13314,11,1,12
19202,12,,12
28418,11,1,12
33282,11,1,12
33794,10,2,12
5379,12,,12
9219,10,2,12
14083,9,3,12
24835,9,3,12
29443,9,3,12
32515,11,1,12
772,10,2,12
5636,10,2,12
12292,11,1,12
33028,11,1,12
35076,11,1,12
3077,11,1,12
8709,10,2,12
17413,11,1,12
18949,11,1,12
21509,11,1,12
26373,12,,12
4102,9,3,12
5638,11,1,12
9478,10,2,12
12550,9,3,12
24070,11,1,12
4359,11,1,12
7175,11,1,12
9223,11,1,12
18439,9,3,12
29191,12,,12
35335,12,,12
13576,11,1,12
18696,11,1,12
30216,11,1,12
1289,11,1,12
3081,11,1,12
3593,11,1,12
10249,11,1,12
27401,11,1,12
16650,11,1,12
26634,10,2,12
267,9,3,12
4363,10,2,12
5131,10,2,12
5387,10,2,12
13323,11,1,12
21003,10,2,12
27659,12,,12
12812,11,1,12
13324,10,2,12
14348,10,2,12
25612,11,1,12
27404,10,2,12
29708,9,3,12
3853,12,,12
8717,11,1,12
15117,10,2,12
30733,10,2,12
32781,7,5,12
270,11,1,12
8462,11,1,12
9998,11,1,12
21774,11,1,12
24846,11,1,12
26382,12,,12
15119,10,2,12
16399,10,2,12
29199,10,2,12
33039,10,2,12
1552,10,2,12
3344,10,2,12
7696,11,1,12
18448,9,3,12
25872,12,,12
29200,11,1,12
30480,11,1,12
30736,12,,12
30992,11,1,12
34064,11,1,12
4113,9,3,12
6161,10,2,12
17425,10,2,12
22801,10,2,12
31761,12,,12
34577,11,1,12
10002,10,2,12
12050,10,2,12
14866,10,2,12
15890,11,1,12
16658,11,1,12
29970,10,2,12
33554,10,2,12
26131,11,1,12
27411,11,1,12
32275,11,1,12
34067,10,2,12
1556,11,1,12
8468,10,2,12
8724,10,2,12
11284,11,1,12
25620,10,2,12
32788,12,,12
34580,11,1,12
35348,10,2,12
3605,12,,12
11029,7,5,12
22037,11,1,12
28181,12,,12
32021,10,2,12
1046,10,2,12
10774,11,1,12
14614,11,1,12
21782,10,2,12
26134,10,2,12
26902,11,1,12
28182,8,4,12
30486,10,2,12
10519,9,3,12
16407,11,1,12
18199,12,,12
27671,11,1,12
30487,12,,12
30743,10,2,12
30999,9,3,12
31255,10,2,12
24,11,1,12
8472,11,1,12
8984,9,3,12
25880,11,1,12
27928,10,2,12
5145,11,1,12
9241,10,2,12
9753,9,3,12
13849,11,1,12
15641,10,2,12
17433,8,4,12
22297,11,1,12
24857,8,4,12
27161,9,3,12
28953,12,,12
10778,12,,12
16666,11,1,12
19994,11,1,12
28698,10,2,12
29722,10,2,12
31002,12,,12
33818,8,4,12
6427,11,1,12
13851,9,3,12
14363,11,1,12
15899,9,3,12
25371,12,,12
30235,11,1,12
30747,9,3,12
31515,11,1,12
5404,11,1,12
17692,10,2,12
19484,10,2,12
23068,11,1,12
29980,10,2,12
541,11,1,12
2845,11,1,12
4125,11,1,12
18973,10,2,12
33821,10,2,12
34333,9,3,12
1566,10,2,12
4638,10,2,12
10270,10,2,12
12830,11,1,12
16414,11,1,12
19742,11,1,12
23326,11,1,12
25630,10,2,12
28446,10,2,12
28702,10,2,12
287,10,2,12
12575,10,2,12
16159,12,,12
23583,11,1,12
23839,11,1,12
27167,10,2,12
31263,10,2,12
35615,11,1,12
1056,10,2,12
3872,11,1,12
18720,11,1,12
22048,10,2,12
28192,10,2,12
28960,12,,12
2593,11,1,12
7969,11,1,12
12065,12,,12
12833,11,1,12
13089,11,1,12
15393,9,3,12
20769,10,2,12
24609,11,1,12
33057,7,5,12
34081,11,1,12
35873,11,1,12
5922,11,1,12
9250,11,1,12
10018,12,,12
13346,10,2,12
24098,12,,12
31778,10,2,12
35874,10,2,12
1571,12,,12
2083,12,,12
3107,12,,12
3363,11,1,12
3619,11,1,12
9251,11,1,12
13347,11,1,12
28195,10,2,12
34851,11,1,12
10788,10,2,12
17188,8,4,12
18980,12,,12
19236,12,,12
19748,10,2,12
21540,11,1,12
24868,8,4,12
26404,11,1,12
30756,10,2,12
5157,12,,12
15653,11,1,12
18725,11,1,12
18981,11,1,12
21797,12,,12
25637,10,2,12
30245,10,2,12
1062,12,,12
9766,11,1,12
15910,12,,12
22054,11,1,12
27430,9,3,12
31270,12,,12
1575,11,1,12
2343,8,4,12
2599,12,,12
17703,10,2,12
20007,10,2,12
20775,8,4,12
24871,10,2,12
25639,11,1,12
29735,11,1,12
29991,12,,12
30759,10,2,12
3880,11,1,12
14888,10,2,12
20008,12,,12
22568,9,3,12
29480,11,1,12
33064,6,6,12
35624,11,1,12
3369,12,,12
8745,11,1,12
12329,9,3,12
14377,12,,12
16425,12,,12
33577,11,1,12
1322,12,,12
14122,11,1,12
14890,11,1,12
15146,12,,12
18986,12,,12
20778,10,2,12
27690,10,2,12
4139,10,2,12
11819,11,1,12
19755,11,1,12
4652,11,1,12
5420,12,,12
7212,11,1,12
20780,12,,12
24876,10,2,12
2093,11,1,12
24109,3,9,12
26157,11,1,12
27949,10,2,12
29741,10,2,12
7214,9,3,12
7982,12,,12
11310,12,,12
13614,11,1,12
16686,11,1,12
18222,10,2,12
20270,8,4,12
25134,10,2,12
30510,10,2,12
32814,11,1,12
7215,8,4,12
14127,7,5,12
14639,11,1,12
21039,12,,12
25903,11,1,12
28975,11,1,12
34863,12,,12
3376,11,1,12
4912,10,2,12
13104,10,2,12
17456,11,1,12
23344,10,2,12
29744,11,1,12
31024,12,,12
35632,10,2,12
1073,9,3,12
9265,10,2,12
10033,9,3,12
18737,9,3,12
21041,11,1,12
21297,12,,12
25393,10,2,12
5170,10,2,12
7474,11,1,12
14898,12,,12
17458,11,1,12
31282,10,2,12
34610,8,4,12
7475,11,1,12
9523,10,2,12
10035,10,2,12
20019,10,2,12
21299,8,4,12
23859,11,1,12
27187,11,1,12
30771,11,1,12
2612,11,1,12
9268,11,1,12
11316,12,,12
26164,10,2,12
30004,10,2,12
2613,10,2,12
5685,10,2,12
9269,9,3,12
13109,10,2,12
19509,11,1,12
26677,10,2,12
32053,11,1,12
34357,10,2,12
3638,12,,12
8502,11,1,12
15158,10,2,12
21814,12,,12
31542,11,1,12
4663,6,6,12
4919,12,,12
6199,12,,12
12087,10,2,12
13623,11,1,12
28983,12,,12
34359,11,1,12
312,11,1,12
12856,11,1,12
17208,11,1,12
23096,10,2,12
24888,10,2,12
31032,12,,12
16697,11,1,12
20793,11,1,12
28729,11,1,12
31545,10,2,12
5178,11,1,12
8762,12,,12
13114,10,2,12
18746,12,,12
20282,11,1,12
22586,6,6,12
28218,12,,12
28986,10,2,12
33850,10,2,12
6715,10,2,12
21819,12,,12
27707,12,,12
28987,10,2,12
828,11,1,12
1340,11,1,12
1852,10,2,12
5948,11,1,12
14140,11,1,12
29500,11,1,12
5437,10,2,12
9021,10,2,12
16445,10,2,12
15422,9,3,12
831,10,2,12
5439,11,1,12
7231,10,2,12
13631,12,,12
20287,9,3,12
20543,10,2,12
27455,11,1,12
31807,11,1,12
64,7,5,12
1088,11,1,12
11584,10,2,12
25408,11,1,12
28224,12,,12
30784,9,3,12
33600,11,1,12
35392,10,2,12
833,12,,12
5185,12,,12
6721,9,3,12
20289,11,1,12
28225,11,1,12
6466,10,2,12
8002,10,2,12
14146,11,1,12
28738,8,4,12
34626,9,3,12
1091,10,2,12
3139,11,1,12
4163,12,,12
4675,11,1,12
9283,12,,12
9795,9,3,12
10563,12,,12
15939,9,3,12
19779,12,,12
4932,12,,12
8004,11,1,12
20036,11,1,12
27460,11,1,12
33348,12,,12
4677,9,3,12
9285,11,1,12
9541,9,3,12
12613,11,1,12
14149,12,,12
17733,10,2,12
22597,12,,12
30277,10,2,12
32069,10,2,12
6214,11,1,12
13894,10,2,12
18758,11,1,12
19014,11,1,12
35654,11,1,12
18759,11,1,12
30791,12,,12
34375,11,1,12
2632,10,2,12
8264,12,,12
8776,11,1,12
9800,9,3,12
12104,12,,12
13384,10,2,12
29256,11,1,12
30792,10,2,12
329,6,6,12
1097,11,1,12
1353,11,1,12
5449,10,2,12
15945,11,1,12
16969,10,2,12
17225,10,2,12
23625,10,2,12
27721,11,1,12
29513,12,,12
5962,10,2,12
23370,11,1,12
24906,11,1,12
28234,10,2,12
30794,12,,12
1867,11,1,12
5195,11,1,12
9035,9,3,12
15179,10,2,12
15691,9,3,12
32331,11,1,12
32587,10,2,12
33867,11,1,12
8780,12,,12
10828,10,2,12
13900,11,1,12
16460,10,2,12
21836,9,3,12
31308,9,3,12
77,11,1,12
1869,12,,12
2125,10,2,12
4941,10,2,12
11853,10,2,12
12621,12,,12
15949,10,2,12
18509,11,1,12
19789,12,,12
20045,12,,12
25677,10,2,12
26701,9,3,12
28749,10,2,12
34893,10,2,12
2126,11,1,12
5454,11,1,12
10830,12,,12
15694,12,,12
33614,11,1,12
3919,10,2,12
16207,12,,12
19023,11,1,12
25679,9,3,12
1616,11,1,12
13392,11,1,12
16976,12,,12
17488,9,3,12
25424,11,1,12
35920,9,3,12
2385,12,,12
9809,10,2,12
11345,8,4,12
14417,11,1,12
17233,11,1,12
18001,11,1,12
24913,10,2,12
31569,12,,12
33105,11,1,12
33617,9,3,12
35409,11,1,12
15442,11,1,12
16210,12,,12
17490,12,,12
23122,12,,12
5971,10,2,12
9555,11,1,12
11859,11,1,12
12371,11,1,12
16211,10,2,12
18515,10,2,12
27987,12,,12
34643,10,2,12
5972,11,1,12
8020,10,2,12
10580,10,2,12
21844,12,,12
23380,9,3,12
30036,10,2,12
32084,12,,12
3413,8,4,12
5461,12,,12
14933,11,1,12
16725,11,1,12
17237,12,,12
17493,10,2,12
18005,12,,12
22869,10,2,12
24661,11,1,12
24917,10,2,12
25173,11,1,12
27477,12,,12
27989,10,2,12
30805,10,2,12
4694,11,1,12
9046,12,,12
11862,10,2,12
19030,10,2,12
30806,11,1,12
31830,10,2,12
32598,10,2,12
34646,12,,12
11095,12,,12
14167,10,2,12
15447,10,2,12
23895,11,1,12
30039,11,1,12
4184,12,,12
8024,10,2,12
10328,10,2,12
11864,10,2,12
14681,10,2,12
14937,7,5,12
15705,9,3,12
18777,11,1,12
18010,11,1,12
22874,10,2,12
27482,12,,12
2907,12,,12
11355,12,,12
20059,8,4,12
22107,11,1,12
23131,12,,12
26203,12,,12
22364,11,1,12
22876,11,1,12
26204,11,1,12
30812,10,2,12
33116,10,2,12
7005,9,3,12
15965,10,2,12
19805,12,,12
25437,11,1,12
30045,10,2,12
34910,10,2,12
2911,12,,12
6495,12,,12
12895,8,4,12
22879,12,,12
27231,10,2,12
30047,10,2,12
33375,12,,12
1632,11,1,12
20320,11,1,12
27744,11,1,12
28512,11,1,12
32096,10,2,12
4449,9,3,12
13921,11,1,12
17505,11,1,12
21857,9,3,12
30561,11,1,12
7266,9,3,12
8034,12,,12
15202,12,,12
15458,8,4,12
20066,12,,12
28770,10,2,12
1891,9,3,12
4451,10,2,12
5731,11,1,12
11875,10,2,12
12131,5,7,12
13411,9,3,12
21859,11,1,12
4964,10,2,12
6756,10,2,12
10596,11,1,12
16740,12,,12
23396,8,4,12
23908,10,2,12
24932,8,4,12
27236,12,,12
29028,11,1,12
34404,12,,12
7525,12,,12
11877,11,1,12
13925,11,1,12
14693,9,3,12
15717,11,1,12
24677,12,,12
30309,9,3,12
31589,10,2,12
1638,11,1,12
2406,11,1,12
4966,10,2,12
8294,11,1,12
8806,10,2,12
12902,10,2,12
28006,11,1,12
34918,11,1,12
1639,10,2,12
4455,11,1,12
6503,10,2,12
6759,11,1,12
19303,11,1,12
32103,10,2,12
34407,11,1,12
5992,10,2,12
16744,11,1,12
21096,8,4,12
24936,11,1,12
27752,12,,12
34664,10,2,12
3689,10,2,12
5481,10,2,12
8297,12,,12
10857,11,1,12
22121,11,1,12
26473,10,2,12
28009,9,3,12
29289,10,2,12
4202,10,2,12
9322,10,2,12
12906,11,1,12
17514,9,3,12
17770,11,1,12
18282,11,1,12
22634,10,2,12
25450,12,,12
35946,11,1,12
7019,12,,12
13931,11,1,12
18283,12,,12
23915,11,1,12
29547,12,,12
31339,11,1,12
2156,10,2,12
3180,12,,12
7276,9,3,12
18796,11,1,12
19564,12,,12
29292,12,,12
34156,10,2,12
34412,10,2,12
2413,11,1,12
12141,10,2,12
18029,12,,12
22381,11,1,12
29037,12,,12
29549,11,1,12
9582,10,2,12
15214,11,1,12
16238,12,,12
19310,10,2,12
21102,12,,12
32878,11,1,12
623,11,1,12
4719,10,2,12
24431,11,1,12
26991,8,4,12
28783,10,2,12
29807,11,1,12
5488,10,2,12
7792,11,1,12
14192,8,4,12
15984,11,1,12
17776,10,2,12
21616,10,2,12
34928,11,1,12
35952,11,1,12
12401,10,2,12
14449,11,1,12
17777,11,1,12
18545,10,2,12
19057,11,1,12
29297,9,3,12
30577,10,2,12
31345,10,2,12
34673,10,2,12
2674,11,1,12
2930,11,1,12
4466,5,7,12
7794,6,6,12
32114,11,1,12
34930,9,3,12
1907,11,1,12
7283,11,1,12
19827,12,,12
20851,10,2,12
28275,10,2,12
2164,12,,12
6772,10,2,12
15220,8,4,12
17780,11,1,12
18292,10,2,12
33652,9,3,12
3445,11,1,12
11893,11,1,12
13941,10,2,12
25461,10,2,12
32117,11,1,12
32629,12,,12
34165,11,1,12
35445,12,,12
1398,10,2,12
13942,12,,12
14454,12,,12
18806,10,2,12
22646,11,1,12
28534,11,1,12
29302,12,,12
7287,11,1,12
11383,11,1,12
13175,11,1,12
14199,11,1,12
14455,11,1,12
22903,9,3,12
23415,12,,12
25463,11,1,12
35703,11,1,12
1912,8,4,12
6008,11,1,12
11640,11,1,12
13688,5,7,12
18296,11,1,12
20088,11,1,12
22392,10,2,12
34168,10,2,12
4473,10,2,12
11897,11,1,12
16761,12,,12
25209,10,2,12
32121,11,1,12
7546,11,1,12
11130,9,3,12
16506,10,2,12
22138,11,1,12
25466,11,1,12
28026,12,,12
32122,12,,12
32378,11,1,12
34682,12,,12
891,12,,12
1915,10,2,12
4219,10,2,12
10875,11,1,12
14971,11,1,12
24443,10,2,12
25211,10,2,12
26491,10,2,12
9596,11,1,12
12924,11,1,12
15740,12,,12
17532,6,6,12
19324,10,2,12
21116,9,3,12
30332,9,3,12
5245,10,2,12
6525,9,3,12
16765,12,,12
18557,12,,12
21629,10,2,12
32893,12,,12
33149,12,,12
2430,10,2,12
4990,12,,12
7294,10,2,12
8062,12,,12
10366,9,3,12
13694,11,1,12
2687,11,1,12
7295,11,1,12
11391,10,2,12
13695,9,3,12
16255,10,2,12
20863,12,,12
24703,12,,12
25215,10,2,12
28543,11,1,12
28799,12,,12
30847,10,2,12
2688,11,1,12
11392,11,1,12
13440,12,,12
24704,12,,12
31616,10,2,12
3457,11,1,12
8833,12,,12
20353,10,2,12
27521,12,,12
28289,11,1,12
30849,9,3,12
7042,10,2,12
9346,11,1,12
13186,10,2,12
18818,9,3,12
22658,10,2,12
23170,12,,12
23426,11,1,12
24962,11,1,12
1411,7,5,12
2947,7,5,12
12163,11,1,12
14467,11,1,12
16771,11,1,12
24707,11,1,12
33155,8,4,12
19076,12,,12
19844,10,2,12
21124,10,2,12
21892,11,1,12
25732,11,1,12
28036,10,2,12
35204,10,2,12
1925,11,1,12
2949,11,1,12
4997,8,4,12
11653,10,2,12
22661,10,2,12
23173,11,1,12
27269,12,,12
29061,12,,12
29573,12,,12
29829,9,3,12
30853,11,1,12
34949,10,2,12
5766,10,2,12
10630,10,2,12
12166,10,2,12
18566,11,1,12
23430,12,,12
27782,10,2,12
34438,12,,12
34694,8,4,12
2183,9,3,12
2951,10,2,12
6791,11,1,12
7559,12,,12
24967,10,2,12
25223,12,,12
33159,10,2,12
136,8,4,12
392,10,2,12
7304,11,1,12
14216,12,,12
16520,12,,12
24456,10,2,12
26248,12,,12
27528,10,2,12
28296,10,2,12
2441,11,1,12
4745,10,2,12
6793,11,1,12
7049,12,,12
14729,12,,12
22665,11,1,12
650,11,1,12
2698,10,2,12
4234,11,1,12
22922,9,3,12
25226,11,1,12
32138,10,2,12
5259,11,1,12
17803,10,2,12
22155,12,,12
25995,12,,12
29067,11,1,12
652,10,2,12
9356,9,3,12
20364,12,,12
20876,11,1,12
22412,10,2,12
35724,12,,12
7565,10,2,12
15501,12,,12
18573,10,2,12
23437,10,2,12
27021,12,,12
35213,9,3,12
11406,10,2,12
12942,12,,12
20366,10,2,12
21134,10,2,12
29582,12,,12
32654,8,4,12
5263,11,1,12
5775,10,2,12
10895,10,2,12
12431,12,,12
14223,11,1,12
17295,11,1,12
19087,11,1,12
21903,10,2,12
11664,10,2,12
11920,11,1,12
12432,10,2,12
22416,7,5,12
24720,9,3,12
35472,9,3,12
1169,12,,12
9105,12,,12
11409,11,1,12
12433,11,1,12
15505,10,2,12
19345,10,2,12
20881,11,1,12
24977,10,2,12
26001,10,2,12
27025,10,2,12
5010,11,1,12
31890,10,2,12
5011,10,2,12
5779,10,2,12
9363,10,2,12
9875,12,,12
10643,11,1,12
31635,11,1,12
916,10,2,12
5012,11,1,12
11412,10,2,12
14740,8,4,12
17812,11,1,12
23956,10,2,12
24212,9,3,12
25748,10,2,12
35220,11,1,12
1685,10,2,12
4757,12,,12
8085,12,,12
10133,9,3,12
11669,11,1,12
1430,10,2,12
10134,10,2,12
13462,12,,12
17302,9,3,12
23702,8,4,12
27286,11,1,12
30358,12,,12
31638,11,1,12
3223,8,4,12
5271,11,1,12
12951,11,1,12
22423,12,,12
23447,9,3,12
27543,12,,12
35735,12,,12
5272,12,,12
9112,11,1,12
12184,10,2,12
19096,11,1,12
29848,12,,12
30360,12,,12
665,10,2,12
16281,12,,12
30873,8,4,12
1178,10,2,12
21914,11,1,12
23194,10,2,12
23450,10,2,12
24730,10,2,12
33946,10,2,12
35738,11,1,12
9371,11,1,12
9627,11,1,12
23963,11,1,12
24987,10,2,12
28315,11,1,12
29083,11,1,12
7580,10,2,12
8092,11,1,12
10908,11,1,12
22172,11,1,12
26268,12,,12
27292,11,1,12
30364,11,1,12
10397,10,2,12
11421,10,2,12
12701,10,2,12
20125,11,1,12
22429,11,1,12
33181,8,4,12
33693,11,1,12
34205,11,1,12
4510,11,1,12
16030,10,2,12
17310,12,,12
17822,10,2,12
24990,11,1,12
27038,12,,12
32926,10,2,12
33694,11,1,12
33950,11,1,12
1439,11,1,12
4255,12,,12
31391,9,3,12
31647,11,1,12
35999,8,4,12
160,10,2,12
6816,7,5,12
18592,10,2,12
21664,9,3,12
23456,12,,12
7329,11,1,12
10145,10,2,12
26017,10,2,12
1698,9,3,12
2978,10,2,12
21154,11,1,12
5539,11,1,12
9891,10,2,12
16035,11,1,12
18339,12,,12
21923,11,1,12
26531,10,2,12
27811,10,2,12
35491,10,2,12
3748,11,1,12
5028,6,6,12
10404,11,1,12
14756,11,1,12
21156,10,2,12
24996,10,2,12
30884,12,,12
31908,11,1,12
32932,10,2,12
2469,11,1,12
3237,10,2,12
5541,11,1,12
7845,10,2,12
20133,9,3,12
27301,12,,12
28581,9,3,12
32421,10,2,12
35493,9,3,12
678,11,1,12
5030,12,,12
7078,11,1,12
8358,10,2,12
19366,12,,12
24998,10,2,12
29606,11,1,12
31654,10,2,12
35238,12,,12
5031,10,2,12
7079,11,1,12
8615,12,,12
17319,11,1,12
18087,11,1,12
19111,11,1,12
23207,10,2,12
29351,12,,12
34215,12,,12
34983,10,2,12
35495,10,2,12
1448,11,1,12
5288,12,,12
6824,10,2,12
9384,11,1,12
12712,11,1,12
13480,11,1,12
13992,10,2,12
16296,11,1,12
29096,9,3,12
29352,10,2,12
34216,9,3,12
6825,9,3,12
9897,10,2,12
14761,9,3,12
16809,11,1,12
21673,11,1,12
22697,10,2,12
35497,12,,12
426,9,3,12
20394,10,2,12
28586,11,1,12
32170,12,,12
15787,10,2,12
19883,11,1,12
21931,7,5,12
22955,10,2,12
8620,11,1,12
12204,10,2,12
13228,11,1,12
16044,12,,12
18604,9,3,12
19628,12,,12
21164,10,2,12
31404,11,1,12
33452,11,1,12
1709,12,,12
8109,11,1,12
15789,12,,12
23981,11,1,12
29869,10,2,12
1710,8,4,12
12462,7,5,12
15790,10,2,12
22702,10,2,12
22958,11,1,12
26542,10,2,12
27566,11,1,12
34478,11,1,12
10415,12,,12
17583,10,2,12
18095,10,2,12
21679,9,3,12
21935,10,2,12
29103,12,,12
5040,10,2,12
13744,11,1,12
18608,11,1,12
7345,12,,12
15281,12,,12
17585,11,1,12
21169,11,1,12
28081,12,,12
35505,10,2,12
3506,10,2,12
8882,10,2,12
9138,11,1,12
24242,10,2,12
27570,11,1,12
34994,12,,12
6067,10,2,12
8883,10,2,12
12979,11,1,12
16051,11,1,12
21171,11,1,12
692,11,1,12
8884,9,3,12
11444,9,3,12
14004,10,2,12
18356,11,1,12
24756,10,2,12
30132,10,2,12
31412,11,1,12
17845,11,1,12
18613,11,1,12
23477,9,3,12
31413,11,1,12
35765,8,4,12
6838,9,3,12
7606,10,2,12
10422,9,3,12
11702,3,9,12
30390,11,1,12
2743,11,1,12
7351,12,,12
26039,10,2,12
29623,11,1,12
3768,9,3,12
16312,10,2,12
19128,9,3,12
23480,11,1,12
23736,8,4,12
25272,8,4,12
32696,12,,12
33464,11,1,12
4025,10,2,12
6073,9,3,12
11961,8,4,12
15545,11,1,12
18873,12,,12
21945,11,1,12
25273,12,,12
29881,10,2,12
33465,12,,12
3770,11,1,12
6842,12,,12
8378,12,,12
11450,12,,12
14778,8,4,12
17338,10,2,12
20922,11,1,12
21946,9,3,12
22202,11,1,12
32442,10,2,12
4283,9,3,12
6843,10,2,12
16059,11,1,12
17339,11,1,12
17851,11,1,12
25787,10,2,12
33211,9,3,12
34235,11,1,12
5052,11,1,12
6076,11,1,12
7612,11,1,12
8892,10,2,12
13756,11,1,12
17852,9,3,12
26812,10,2,12
30908,12,,12
3517,9,3,12
7613,11,1,12
12221,12,,12
9918,11,1,12
10430,11,1,12
18878,9,3,12
23998,10,2,12
27326,10,2,12
35518,9,3,12
1215,11,1,12
2239,11,1,12
2495,12,,12
3007,9,3,12
5823,12,,12
6335,10,2,12
8127,12,,12
8639,11,1,12
9663,10,2,12
27583,12,,12
28095,11,1,12
30655,11,1,12
18368,10,2,12
18880,11,1,12
20672,11,1,12
25792,9,3,12
28096,12,,12
28352,11,1,12
29888,12,,12
26817,10,2,12
28609,12,,12
33729,12,,12
35777,10,2,12
3266,10,2,12
16066,7,5,12
18370,11,1,12
22466,10,2,12
25026,12,,12
31682,11,1,12
32194,11,1,12
33730,11,1,12
3779,11,1,12
5827,10,2,12
6083,11,1,12
15043,8,4,12
20931,8,4,12
23235,11,1,12
24771,9,3,12
30403,11,1,12
4804,11,1,12
11716,12,,12
15044,10,2,12
15812,10,2,12
27844,12,,12
4805,11,1,12
7109,10,2,12
8901,11,1,12
14533,8,4,12
19909,11,1,12
22725,10,2,12
23493,11,1,12
24517,12,,12
30405,11,1,12
35525,10,2,12
6854,10,2,12
9670,10,2,12
19910,11,1,12
21446,8,4,12
35782,9,3,12
4295,12,,12
10183,11,1,12
25031,12,,12
35527,10,2,12
1736,10,2,12
9416,12,,12
14536,11,1,12
15560,11,1,12
713,11,1,12
969,12,,12
1225,11,1,12
1737,9,3,12
2249,10,2,12
4809,11,1,12
5065,12,,12
5321,9,3,12
6090,11,1,12
8906,11,1,12
10186,10,2,12
14026,12,,12
16842,11,1,12
20682,11,1,12
21706,12,,12
24010,10,2,12
32714,10,2,12
12235,10,2,12
15819,11,1,12
16076,11,1,12
20684,9,3,12
23756,10,2,12
28876,8,4,12
34252,11,1,12
11469,11,1,12
15565,9,3,12
16589,11,1,12
18125,12,,12
22989,12,,12
23757,11,1,12
24269,11,1,12
26317,10,2,12
34765,12,,12
1486,10,2,12
3534,10,2,12
3790,9,3,12
20686,11,1,12
21198,12,,12
25550,10,2,12
29134,12,,12
9679,10,2,12
13007,10,2,12
22223,10,2,12
23247,11,1,12
26575,10,2,12
26831,11,1,12
27343,11,1,12
27599,10,2,12
28111,11,1,12
31951,11,1,12
34511,10,2,12
4304,11,1,12
4816,11,1,12
9168,12,,12
14288,11,1,12
18128,10,2,12
21712,10,2,12
32976,10,2,12
33488,11,1,12
721,11,1,12
3025,11,1,12
6609,12,,12
8657,10,2,12
11217,10,2,12
18897,11,1,12
33745,8,4,12
5330,11,1,12
6098,11,1,12
22994,9,3,12
25554,10,2,12
26578,11,1,12
5075,9,3,12
8147,10,2,12
